Distance,Source System,L-Pad,M-pad,P-pad,Fed,Imp,All,Ind,Target/Sources,RES/rings,URL 
141.93,Ceti Sector ZE-A d74,,,"4,956",1,2,,3,Zagoro / 2,No rings,https://edtools.cc/pve?s=Zagoro&a=rt
142.33,n Puppis,"1,680",,"3,946",2,,,5,Tonesh / 2,2 rings,https://edtools.cc/pve?s=Tonesh&a=rt
142.95,Muthi,,147,147,1,2,,4,Borann / 2,6 rings,https://edtools.cc/pve?s=Borann&a=rt
143.11,HIP 94235,,117,"2,540",,3,,5,Ba Nefes / 2,No rings,https://edtools.cc/pve?s=Ba+Nefes&a=rt
143.27,Col 285 Sector BG-O d6-93,,,"1,839",,1,,4,Rho Telescopii / 2,3 rings,https://edtools.cc/pve?s=Rho+Telescopii&a=rt
143.38,Apaticultu,"1,549",,,2,,,5,Kared / 2,1 ring,https://edtools.cc/pve?s=Kared&a=rt
143.65,Makau,734,,982,,2,,5,HIP 106714 / 2,3 rings,https://edtools.cc/pve?s=HIP+106714&a=rt
144.25,HIP 113543,,"1,206","1,676",,2,,5,Shokuju / 2,No rings,https://edtools.cc/pve?s=Shokuju&a=rt
144.31,Lokipi,466,663,460,3,,,4,Farowalan / 2,1 ring,https://edtools.cc/pve?s=Farowalan&a=rt
144.57,Backluitaji,400,400,400,2,,,4,HIP 6712 / 2,No rings,https://edtools.cc/pve?s=HIP+6712&a=rt
144.75,Elusughna,"2,265","3,177",,1,,,5,Shonpono / 2,No rings,https://edtools.cc/pve?s=Shonpono&a=rt
144.88,Severni,,"10,317","9,673",2,,,5,Nokomishi / 2,1 ring,https://edtools.cc/pve?s=Nokomishi&a=rt
145.26,AGKR 1017,,"203,661","2,759",3,,,4,Nu Wana / 2,No rings,https://edtools.cc/pve?s=Nu+Wana&a=rt
145.32,HIP 96487,,"2,607","2,624",,5,,,HIP 97185 / 2,3 rings,https://edtools.cc/pve?s=HIP+97185&a=rt
145.37,Sankopon,,"3,032","3,101",1,2,,4,HIP 4312 / 2,5 rings,https://edtools.cc/pve?s=HIP+4312&a=rt
145.52,Swahili,"7,857","8,456",,,2,,4,Coyotani / 2,1 ring,https://edtools.cc/pve?s=Coyotani&a=rt
146.03,Ocainawaka,,916,847,5,,,2,Backluitaji / 2,1 ring,https://edtools.cc/pve?s=Backluitaji&a=rt
146.13,Comane,,296,296,3,,,4,HIP 19007 / 2,No rings,https://edtools.cc/pve?s=HIP+19007&a=rt
146.42,LTT 16522,110,,297,4,,,3,Morta / 2,1 ring,https://edtools.cc/pve?s=Morta&a=rt
146.98,Jeiromen,,231,341,,3,,3,Vincana / 2,No rings,https://edtools.cc/pve?s=Vincana&a=rt
146.98,Uodiomam,,"8,970",345,,3,,1,Ualama / 3,No rings,https://edtools.cc/pve?s=Ualama&a=rt
147.04,Iadoitj,,673,,,5,,2,Ualama / 3,No rings,https://edtools.cc/pve?s=Ualama&a=rt
147.80,HIP 101636,,"3,562","2,672",,3,,4,Vincana / 2,No rings,https://edtools.cc/pve?s=Vincana&a=rt
149.47,G 126-31,105,,335,3,,,4,Morta / 2,1 ring,https://edtools.cc/pve?s=Morta&a=rt
150.05,HIP 18388,,,269,4,,,2,HIP 19007 / 2,No rings,https://edtools.cc/pve?s=HIP+19007&a=rt
150.07,HIP 109330,,"1,210",,1,1,,5,Wiyo / 2,No rings,https://edtools.cc/pve?s=Wiyo&a=rt
150.14,Nervi,"2,272",,"2,254",3,,,4,LTT 16422 / 2,"haz,high,reg,low",https://edtools.cc/pve?s=LTT+16422&a=rt
150.19,HIP 92915,"2,258",,"2,207",,,,7,Skoll / 2,1 ring,https://edtools.cc/pve?s=Skoll&a=rt
150.27,Arakandza,,"1,794",,,5,,2,HIP 97185 / 2,3 rings,https://edtools.cc/pve?s=HIP+97185&a=rt
150.98,Pilakulaman,,"39,937","40,737",,3,,4,Rho Telescopii / 2,3 rings,https://edtools.cc/pve?s=Rho+Telescopii&a=rt
151.28,Liu Pei,,14,14,2,,,5,Wu Kwannya / 2,No rings,https://edtools.cc/pve?s=Wu+Kwannya&a=rt
151.36,HIP 103896,,"1,400","1,403",1,,,5,Arm / 3,No rings,https://edtools.cc/pve?s=Arm&a=rt
152.05,HIP 97705,,"2,320","3,311",,2,,2,Ualama / 3,No rings,https://edtools.cc/pve?s=Ualama&a=rt
152.08,Kraua,,270,,2,,,5,Siusi / 2,No rings,https://edtools.cc/pve?s=Siusi&a=rt
152.08,Samas,,"1,745","1,284",,3,,2,Avata / 2,No rings,https://edtools.cc/pve?s=Avata&a=rt
152.17,Sveit,"2,746","434,973","435,981",3,,,4,San Yax / 2,3 rings,https://edtools.cc/pve?s=San+Yax&a=rt
152.58,Guite,,483,482,2,,,5,Nu Wana / 2,No rings,https://edtools.cc/pve?s=Nu+Wana&a=rt
152.74,Aryak,9,12,9,4,,1,2,Millese / 2,3 rings,https://edtools.cc/pve?s=Millese&a=rt
153.72,Gliese 3095,874,450,450,4,,,3,Hannos / 2,No rings,https://edtools.cc/pve?s=Hannos&a=rt
154.04,Devithim,,491,492,,1,,2,Coyotani / 2,1 ring,https://edtools.cc/pve?s=Coyotani&a=rt
154.21,Djaujang,,303,303,1,,,6,Farowalan / 2,1 ring,https://edtools.cc/pve?s=Farowalan&a=rt
154.38,Egovi,47,61,47,,,,5,Biatae / 2,No rings,https://edtools.cc/pve?s=Biatae&a=rt
154.66,We Guan,,"15,502","1,085",2,,,5,Wu Kwannya / 2,No rings,https://edtools.cc/pve?s=Wu+Kwannya&a=rt
154.71,Ololoney,,44,,2,1,,4,Arm / 3,No rings,https://edtools.cc/pve?s=Arm&a=rt
154.93,Opetes,"135,963","1,292","1,286",,,,7,HIP 15304 / 2,7 rings,https://edtools.cc/pve?s=HIP+15304&a=rt
155.21,LTT 2974,482,861,,5,,,2,Misir / 2,2 rings,https://edtools.cc/pve?s=Misir&a=rt
155.26,LP 349-61,23,39,23,2,,,5,Skappa / 2,1 ring,https://edtools.cc/pve?s=Skappa&a=rt
155.31,Baudurotri,341,"11,960","10,989",,4,,3,Avata / 2,No rings,https://edtools.cc/pve?s=Avata&a=rt
155.33,Gliese 4328,,"2,004",,1,,,5,Shonpono / 2,No rings,https://edtools.cc/pve?s=Shonpono&a=rt
155.40,Jivaraikpoi,,293,98,4,,,3,LTT 16422 / 2,"haz,high,reg,low",https://edtools.cc/pve?s=LTT+16422&a=rt
155.40,Tonessmeta,,11,,4,,,3,Naduscapati / 2,1 ring,https://edtools.cc/pve?s=Naduscapati&a=rt
155.72,Agastii,,"3,603","3,602",2,,,5,Hannos / 2,No rings,https://edtools.cc/pve?s=Hannos&a=rt
155.96,Sugana,"20,579",,,1,,,6,NLTT 5369 / 2,3 rings,https://edtools.cc/pve?s=NLTT+5369&a=rt
156.44,Koira,"1,303",,"1,316",2,,,5,Naduscapati / 2,1 ring,https://edtools.cc/pve?s=Naduscapati&a=rt
156.53,Hyades Sector PI-T c3-14,,,728,3,,,3,Siusi / 2,No rings,https://edtools.cc/pve?s=Siusi&a=rt
156.99,Asangbal,,"1,203",,2,1,,4,Sentii / 2,No rings,https://edtools.cc/pve?s=Sentii&a=rt
157.20,LP 861-12,"1,297","2,837",193,4,,1,2,Millese / 2,3 rings,https://edtools.cc/pve?s=Millese&a=rt
157.35,Djabijabus,,"1,446",940,2,,,3,Arm / 3,No rings,https://edtools.cc/pve?s=Arm&a=rt
158.37,HR 6297,,380,380,,2,,5,Sentii / 2,No rings,https://edtools.cc/pve?s=Sentii&a=rt
158.55,LHS 3598,,604,854,5,,,2,Maridal / 2,2 rings,https://edtools.cc/pve?s=Maridal&a=rt
158.62,LP 575-38,101,"1,838","1,852",3,,,4,Maridal / 2,2 rings,https://edtools.cc/pve?s=Maridal&a=rt
159.43,Karbacoc,,330,548,4,,,3,Ochosag / 2,2 rings,https://edtools.cc/pve?s=Ochosag&a=rt
159.53,HIP 91837,"2,177",,"3,566",,2,,4,Biatae / 2,No rings,https://edtools.cc/pve?s=Biatae&a=rt
159.90,LTT 12058,51,"1,753","1,764",2,,,5,Misir / 2,2 rings,https://edtools.cc/pve?s=Misir&a=rt
160.07,LP 350-75,704,"1,767",704,1,,,6,Skappa / 2,1 ring,https://edtools.cc/pve?s=Skappa&a=rt
160.52,Chediq,,891,652,3,1,,3,HIP 51568 / 2,4 rings,https://edtools.cc/pve?s=HIP+51568&a=rt
160.66,Yans,,6,10,3,,,4,Adnyan / 2,No rings,https://edtools.cc/pve?s=Adnyan&a=rt
161.01,LHS 3549,10,12,10,4,,,3,Guangul / 2,No rings,https://edtools.cc/pve?s=Guangul&a=rt
161.09,HIP 113980,"6,279","6,313","6,517",1,,,6,Wirnako / 2,No rings,https://edtools.cc/pve?s=Wirnako&a=rt
161.37,Col 285 Sector XG-I b24-0,,,"10,852",,,,4,Sokond / 2,2 rings,https://edtools.cc/pve?s=Sokond&a=rt
162.51,44 chi Draconis,,"16,577",,5,,,2,Guangul / 2,No rings,https://edtools.cc/pve?s=Guangul&a=rt
162.78,Tagii,,7,"3,853",1,,,5,Sokond / 2,2 rings,https://edtools.cc/pve?s=Sokond&a=rt
162.95,Hyades Sector PI-T c3-12,,,"1,060",2,,,5,Apoya / 2,No rings,https://edtools.cc/pve?s=Apoya&a=rt
164.51,Ahayan,690,915,,1,,,6,Anana / 3,1 ring,https://edtools.cc/pve?s=Anana&a=rt
164.70,Njorog,637,60,107,1,,,5,Ildano / 2,3 rings,https://edtools.cc/pve?s=Ildano&a=rt
165.29,HIP 15875,,"1,302",,3,,,4,HIP 15304 / 2,7 rings,https://edtools.cc/pve?s=HIP+15304&a=rt
165.46,Beetrix,436,"1,750",782,4,,,4,Marson / 2,No rings,https://edtools.cc/pve?s=Marson&a=rt
165.56,BD+23 204,,"2,130","2,112",3,,,4,NLTT 5369 / 2,3 rings,https://edtools.cc/pve?s=NLTT+5369&a=rt
166.98,HIP 90112,237,557,557,1,,,6,Anana / 3,1 ring,https://edtools.cc/pve?s=Anana&a=rt
167.28,CK Arietis,"3,041","5,299","5,297",2,,,5,Marson / 2,No rings,https://edtools.cc/pve?s=Marson&a=rt
167.33,Bamarakw,,"8,775","8,515",2,,,5,Wadjang / 2,2 rings,https://edtools.cc/pve?s=Wadjang&a=rt
167.40,HIP 33654,26,37,26,2,,,5,Ochosag / 2,2 rings,https://edtools.cc/pve?s=Ochosag&a=rt
167.69,Col 285 Sector FG-N c7-30,,,"3,638",1,,,4,Lambog / 2,No rings,https://edtools.cc/pve?s=Lambog&a=rt
167.86,Kukula,,77,"6,892",2,,,5,Thras / 2,No rings,https://edtools.cc/pve?s=Thras&a=rt
168.28,Lhanayi,"1,446",,660,,,,6,Amitae / 2,No rings,https://edtools.cc/pve?s=Amitae&a=rt
168.29,Puneith,,996,729,1,,,6,Anana / 3,1 ring,https://edtools.cc/pve?s=Anana&a=rt
168.68,HIP 15062,,"1,163","1,152",3,,,4,Balante / 2,No rings,https://edtools.cc/pve?s=Balante&a=rt
168.84,Scorpii Sector PI-T b3-2,,,450,,,,4,Washa / 2,7 rings,https://edtools.cc/pve?s=Washa&a=rt
168.93,Bhisma,,"133,674",,2,,,5,HR 1613 / 3,9 rings,https://edtools.cc/pve?s=HR+1613&a=rt
168.94,Wakawal,324,,"1,743",2,,,5,Bota Ili / 2,5 rings,https://edtools.cc/pve?s=Bota+Ili&a=rt
169.46,Laifan,137,194,137,1,,,4,Khodia / 2,2 rings,https://edtools.cc/pve?s=Khodia&a=rt
169.62,HIP 37171,,886,"104,660",1,,,5,HIP 38134 / 2,No rings,https://edtools.cc/pve?s=HIP+38134&a=rt
169.67,Mahari,317,,814,2,,,5,Nocorioson / 2,No rings,https://edtools.cc/pve?s=Nocorioson&a=rt
170.02,Gkuthangli,,"1,226",723,4,1,,2,HIP 51568 / 2,4 rings,https://edtools.cc/pve?s=HIP+51568&a=rt
170.25,Gciriko,67,113,113,1,,,6,Apoya / 2,No rings,https://edtools.cc/pve?s=Apoya&a=rt
170.26,Waruts,12,18,12,3,,,4,Ducat / 2,3 rings,https://edtools.cc/pve?s=Ducat&a=rt
170.28,Ethli,,"1,656","1,150",4,,,3,Bota Ili / 2,5 rings,https://edtools.cc/pve?s=Bota+Ili&a=rt
170.33,Col 285 Sector FG-N c7-32,,,49,1,,,3,Lambog / 2,No rings,https://edtools.cc/pve?s=Lambog&a=rt
170.36,HIP 47255,423,240,,3,,,4,Adnyan / 2,No rings,https://edtools.cc/pve?s=Adnyan&a=rt
170.42,LP 675-76,,"10,686","11,498",3,,3,1,LFT 945 / 2,3 rings,https://edtools.cc/pve?s=LFT+945&a=rt
170.67,Gertrud,"3,360",,,6,,,1,Uchaluroja / 2,1 ring,https://edtools.cc/pve?s=Uchaluroja&a=rt
170.84,GD 69,,"21,534",,3,,,4,Uchaluroja / 2,1 ring,https://edtools.cc/pve?s=Uchaluroja&a=rt
170.92,Kalaa,,541,532,,,,7,Binbara / 2,No rings,https://edtools.cc/pve?s=Binbara&a=rt
171.04,Hyades Sector AV-O b6-1,,,64,,,,7,HR 1613 / 3,9 rings,https://edtools.cc/pve?s=HR+1613&a=rt
171.36,Qi Yum Crua,"1,175","1,655","1,201",2,,,5,HIP 63862 / 2,4 rings,https://edtools.cc/pve?s=HIP+63862&a=rt
171.67,Djalakuru,277,386,277,,,,7,Thras / 2,No rings,https://edtools.cc/pve?s=Thras&a=rt
172.32,San Ti,,"4,675",,1,,,6,Wirnako / 2,No rings,https://edtools.cc/pve?s=Wirnako&a=rt
172.37,Ross 376,,"1,072",356,3,,,4,Wolf 1241 / 2,5 rings,https://edtools.cc/pve?s=Wolf+1241&a=rt
172.75,HIP 30243,"6,704","6,661","5,046",1,,,6,Chuuahill / 2,4 rings,https://edtools.cc/pve?s=Chuuahill&a=rt
172.93,Wangakwan,"316,997","316,775","316,870",1,,,6,Ildano / 2,3 rings,https://edtools.cc/pve?s=Ildano&a=rt
173.21,No Myoino,,"2,517","3,741",,,,7,HIP 93685 / 2,3 rings,https://edtools.cc/pve?s=HIP+93685&a=rt
173.47,Huaich,"1,554","3,792","1,611",,,,6,Khodia / 2,2 rings,https://edtools.cc/pve?s=Khodia&a=rt
173.87,Nugua,59,15,15,1,,,6,Amitae / 2,No rings,https://edtools.cc/pve?s=Amitae&a=rt
174.46,Aravaci,,251,"1,043",4,,,3,Ducat / 2,3 rings,https://edtools.cc/pve?s=Ducat&a=rt
174.46,HIP 112522,,371,894,,,,5,Cibandana / 2,10 rings,https://edtools.cc/pve?s=Cibandana&a=rt
174.48,Scorpii Sector PI-T b3-1,,,"12,051",,,,4,Washa / 2,7 rings,https://edtools.cc/pve?s=Washa&a=rt
174.63,Kharwa,"1,324",,,1,,,6,Wadjang / 2,2 rings,https://edtools.cc/pve?s=Wadjang&a=rt
174.80,HIP 1427,"1,196",,"1,185",1,,,5,Cratanakulu / 2,1 ring,https://edtools.cc/pve?s=Cratanakulu&a=rt
174.88,Njulngan,15,23,15,5,,,2,Qi Yomisii / 2,"haz,high,reg,low",https://edtools.cc/pve?s=Qi+Yomisii&a=rt
175.10,Capricorni Sector DL-Y c16,,,"45,963",,,,5,Wen Salla / 2,No rings,https://edtools.cc/pve?s=Wen+Salla&a=rt
175.21,Ancha,,"6,464",,,,,5,Wen Salla / 2,No rings,https://edtools.cc/pve?s=Wen+Salla&a=rt
175.67,Epsilon Monocerotis,,710,976,2,,,5,Chuuahill / 2,4 rings,https://edtools.cc/pve?s=Chuuahill&a=rt
175.74,HIP 104294,,"2,561",,1,,,4,Jannos / 2,No rings,https://edtools.cc/pve?s=Jannos&a=rt
176.16,HIP 23575,"2,636","290,853","2,006",,,,7,HR 1613 / 3,9 rings,https://edtools.cc/pve?s=HR+1613&a=rt
176.27,Ogowen,,"1,145","1,140",1,,,6,Cratanakulu / 2,1 ring,https://edtools.cc/pve?s=Cratanakulu&a=rt
176.33,Capricorni Sector EG-Y d108,,,66,,,,7,Taoshan / 2,No rings,https://edtools.cc/pve?s=Taoshan&a=rt
176.63,Cava,244,,,,,,5,Atun / 2,No rings,https://edtools.cc/pve?s=Atun&a=rt
176.68,HIP 5687,,"118,843",,4,,,3,Nan Yamanes / 3,3 rings,https://edtools.cc/pve?s=Nan+Yamanes&a=rt
177.16,Reienete,,"163,264","161,778",4,,,3,Daisla / 2,No rings,https://edtools.cc/pve?s=Daisla&a=rt
177.25,Daisla,,278,,3,,,4,HIP 38134 / 2,No rings,https://edtools.cc/pve?s=HIP+38134&a=rt
177.31,CD-24 10236,,"4,073","3,974",3,,,4,Chehoonggu / 2,No rings,https://edtools.cc/pve?s=Chehoonggu&a=rt
177.42,Diaguandri,526,,450,2,,,5,Balante / 2,No rings,https://edtools.cc/pve?s=Balante&a=rt
177.96,HIP 47947,,408,,5,,,3,Yemar / 2,No rings,https://edtools.cc/pve?s=Yemar&a=rt
178.33,Nespeli,"1,769",,"1,167",2,,,5,Binbara / 2,No rings,https://edtools.cc/pve?s=Binbara&a=rt
178.44,Col 285 Sector OS-T d3-70,,,63,4,,,2,Ogminiquit / 2,2 rings,https://edtools.cc/pve?s=Ogminiquit&a=rt
178.51,HIP 62277,,"23,094","23,094",4,,,3,HIP 63862 / 2,4 rings,https://edtools.cc/pve?s=HIP+63862&a=rt
178.63,Detta,168,"1,642","1,649",4,,,3,Yavapai / 2,No rings,https://edtools.cc/pve?s=Yavapai&a=rt
178.65,Antliae Sector EG-Y d80,,,392,2,1,,2,Yemar / 2,No rings,https://edtools.cc/pve?s=Yemar&a=rt
178.67,Dagaz,,895,898,1,,2,4,LFT 945 / 2,3 rings,https://edtools.cc/pve?s=LFT+945&a=rt
178.97,Amahutii,,"10,303",,2,,,3,Cibandana / 2,10 rings,https://edtools.cc/pve?s=Cibandana&a=rt
179.09,HIP 94184,,"1,337","2,514",,,,6,HIP 93685 / 2,3 rings,https://edtools.cc/pve?s=HIP+93685&a=rt
179.30,Col 285 Sector BF-W a45-0,,,58,1,,,4,Sakaere / 3,4 rings,https://edtools.cc/pve?s=Sakaere&a=rt
179.34,Na Chac Og,312,423,238,,,,6,Atun / 2,No rings,https://edtools.cc/pve?s=Atun&a=rt
179.42,Cassurindui,,15,37,3,,,4,Taoshamorio / 2,1 ring,https://edtools.cc/pve?s=Taoshamorio&a=rt
179.46,Wolf 883,,97,"13,516",,,,6,Wolf 903 / 3,3 rings,https://edtools.cc/pve?s=Wolf+903&a=rt
180.22,HR 4637,,330,330,1,,,6,Mussche / 2,No rings,https://edtools.cc/pve?s=Mussche&a=rt
180.25,HR 8799,,"2,332","2,286",1,,,6,Alcha / 2,1 ring,https://edtools.cc/pve?s=Alcha&a=rt
180.31,Djara,,"2,303","2,191",3,,,4,Ogminiquit / 2,2 rings,https://edtools.cc/pve?s=Ogminiquit&a=rt
180.58,HR 1955,,175,,1,,,6,Oluri / 2,No rings,https://edtools.cc/pve?s=Oluri&a=rt
180.91,Col 285 Sector OS-T d3-146,,,283,2,,,3,Daisla / 2,No rings,https://edtools.cc/pve?s=Daisla&a=rt
181.29,Luchunza,,296,"1,663",1,,,5,Nan Yamanes / 3,3 rings,https://edtools.cc/pve?s=Nan+Yamanes&a=rt
181.32,Mimis,,380,380,3,,,4,Nocorioson / 2,No rings,https://edtools.cc/pve?s=Nocorioson&a=rt
182.14,HIP 39908,,85,139,1,,,6,Warri / 2,No rings,https://edtools.cc/pve?s=Warri&a=rt
182.67,Larrid,,552,551,1,,,3,HIP 72235 / 2,1 ring,https://edtools.cc/pve?s=HIP+72235&a=rt
182.78,Wilintae,145,203,145,1,,,6,Ewenks / 2,5 rings,https://edtools.cc/pve?s=Ewenks&a=rt
183.30,HIP 92929,936,183,"4,071",1,,,7,Nyalalandi / 2,1 ring,https://edtools.cc/pve?s=Nyalalandi&a=rt
183.69,Ebor,10,17,10,3,,,4,Wolf 1241 / 2,5 rings,https://edtools.cc/pve?s=Wolf+1241&a=rt
183.85,HIP 103931,,160,210,1,,,6,Jannos / 2,No rings,https://edtools.cc/pve?s=Jannos&a=rt
183.89,Tapota,11,29,11,3,,,4,Ewenks / 2,5 rings,https://edtools.cc/pve?s=Ewenks&a=rt
184.58,Robor,325,,325,1,,,5,Chehoonggu / 2,No rings,https://edtools.cc/pve?s=Chehoonggu&a=rt
184.81,HR 8788,,"2,259","1,212",1,,,6,Alcha / 2,1 ring,https://edtools.cc/pve?s=Alcha&a=rt
184.98,HIP 90451,380,391,483,1,,,6,Sakaere / 3,4 rings,https://edtools.cc/pve?s=Sakaere&a=rt
185.43,BD-00 3426,108,"4,619",108,4,,,3,Yavapai / 2,No rings,https://edtools.cc/pve?s=Yavapai&a=rt
185.79,Capricorni Sector HR-W c1-21,,,350,,,,6,Taoshan / 2,No rings,https://edtools.cc/pve?s=Taoshan&a=rt
186.04,Babaradhbh,156,,,3,,,4,Wakandiini / 3,No rings,https://edtools.cc/pve?s=Wakandiini&a=rt
186.25,HIP 3551,,"1,717","1,163",1,,,6,Bibaridji / 4,5 rings,https://edtools.cc/pve?s=Bibaridji&a=rt
186.63,Rusamai,,"1,798",,1,,,5,Sakaere / 3,4 rings,https://edtools.cc/pve?s=Sakaere&a=rt
186.91,HR 8970,,,319,1,,,5,Lun Du / 2,No rings,https://edtools.cc/pve?s=Lun+Du&a=rt
187.02,Parovii,,346,346,3,,,2,Wolf 903 / 3,3 rings,https://edtools.cc/pve?s=Wolf+903&a=rt
187.25,HIP 53660,,,304,,1,,6,Bi Dhoraja / 2,No rings,https://edtools.cc/pve?s=Bi+Dhoraja&a=rt
187.94,Maheou Ti,252,342,252,3,,,4,Amahu / 2,No rings,https://edtools.cc/pve?s=Amahu&a=rt
187.95,Deorinik,,"1,402","1,276",2,,,5,Mechtan / 2,2 rings,https://edtools.cc/pve?s=Mechtan&a=rt
187.98,HIP 99034,,295,295,1,,,6,Finepatis / 2,No rings,https://edtools.cc/pve?s=Finepatis&a=rt
188.35,Lalande 46867,481,,,1,,,6,Shapanidoog / 2,4 rings,https://edtools.cc/pve?s=Shapanidoog&a=rt
188.37,HIP 6978,361,,,2,,,5,Undin / 2,No rings,https://edtools.cc/pve?s=Undin&a=rt
188.56,Gucumadhyas,335,486,485,1,,,5,Nan Yamanes / 3,3 rings,https://edtools.cc/pve?s=Nan+Yamanes&a=rt
188.58,Col 285 Sector XT-G a40-0,,,30,2,,,4,114 G. Aquilae / 3,3 rings,https://edtools.cc/pve?s=114+G.+Aquilae&a=rt
188.99,Sudini,,100,,2,,,5,Finepatis / 2,No rings,https://edtools.cc/pve?s=Finepatis&a=rt
189.00,Balangga,,64,65,3,,,4,Shapanidoog / 2,4 rings,https://edtools.cc/pve?s=Shapanidoog&a=rt
189.07,Holler,15,26,15,3,,,3,Lopocareni / 2,1 ring,https://edtools.cc/pve?s=Lopocareni&a=rt
189.18,Messa,,"1,238","1,203",4,,,3,Bifrost / 2,3 rings,https://edtools.cc/pve?s=Bifrost&a=rt
189.49,HIP 41360,,"318,341","1,236",1,,,5,Taoshamorio / 2,1 ring,https://edtools.cc/pve?s=Taoshamorio&a=rt
189.71,Jawola,,"1,380",,3,,,4,HIP 72235 / 2,1 ring,https://edtools.cc/pve?s=HIP+72235&a=rt
189.85,Arnaqu,,"1,536",54,4,,,3,114 G. Aquilae / 3,3 rings,https://edtools.cc/pve?s=114+G.+Aquilae&a=rt
189.85,HIP 16529,"49,286",,,2,,,5,Wakandiini / 3,No rings,https://edtools.cc/pve?s=Wakandiini&a=rt
189.95,Pardian,,105,105,3,,,4,Qi Yomisii / 2,"haz,high,reg,low",https://edtools.cc/pve?s=Qi+Yomisii&a=rt
190.24,Scythia,,"270,488",,2,,,5,Gaezatorix / 2,1 ring,https://edtools.cc/pve?s=Gaezatorix&a=rt
190.27,Sokara,"11,381",,"1,927",2,,,5,Wolf 903 / 3,3 rings,https://edtools.cc/pve?s=Wolf+903&a=rt
190.35,LHS 2430,"15,172",35,35,2,,3,3,Parcae / 2,2 rings,https://edtools.cc/pve?s=Parcae&a=rt
190.64,Copian Xing,"10,058",,,3,,,4,Lucharn / 2,No rings,https://edtools.cc/pve?s=Lucharn&a=rt
190.67,Pegasi Sector PH-V b2-0,,,"2,294",1,,,5,Bibaridji / 4,5 rings,https://edtools.cc/pve?s=Bibaridji&a=rt
190.74,Pegasi Sector MC-V c2-7,,,68,1,,,5,Lun Du / 2,No rings,https://edtools.cc/pve?s=Lun+Du&a=rt
190.82,Pegasi Sector YE-Q b5-4,,,74,1,,,2,Damovik / 2,1 ring,https://edtools.cc/pve?s=Damovik&a=rt
191.28,Sussche,,6,657,4,,,4,Guitaiku / 2,No rings,https://edtools.cc/pve?s=Guitaiku&a=rt
191.66,37 Librae,"1,743",,940,3,,,4,Na Chem / 3,No rings,https://edtools.cc/pve?s=Na+Chem&a=rt
191.99,Teuten,,54,13,2,,,6,Warri / 2,No rings,https://edtools.cc/pve?s=Warri&a=rt
192.38,Maiphu,,291,,1,,,6,Nyalalandi / 2,1 ring,https://edtools.cc/pve?s=Nyalalandi&a=rt
192.48,Pegasi Sector JW-W c1-23,,,283,2,,,5,Bibaridji / 4,5 rings,https://edtools.cc/pve?s=Bibaridji&a=rt
192.64,Pegasi Sector MC-V c2-20,,320,320,2,,,5,Damovik / 2,1 ring,https://edtools.cc/pve?s=Damovik&a=rt
193.06,Jath,68,"1,169","2,730",,,,6,Proxima / 2,No rings,https://edtools.cc/pve?s=Proxima&a=rt
193.18,78 Piscium,,,"3,930",1,,,6,Undin / 2,No rings,https://edtools.cc/pve?s=Undin&a=rt
193.49,Wolf 10,,"1,201","1,213",4,,,3,Ross 310 / 2,2 rings,https://edtools.cc/pve?s=Ross+310&a=rt
193.67,Hyades Sector KH-V c2-14,,,"3,809",,,,5,HIP 23277 / 2,No rings,https://edtools.cc/pve?s=HIP+23277&a=rt
193.72,Orishanh,,141,"1,036",1,,,6,HR 8276 / 2,5 rings,https://edtools.cc/pve?s=HR+8276&a=rt
193.82,Nima,58,57,59,4,,,3,LP 254-40 / 2,No rings,https://edtools.cc/pve?s=LP+254-40&a=rt
193.89,Capricorni Sector CL-Y c12,,,41,,,,4,Col 285 Sector XU-P d5-105 / 2,No rings,https://edtools.cc/pve?s=Col+285+Sector+XU-P+d5-105&a=rt
193.90,HR 1978,"1,626","2,121",301,1,,,6,Oluri / 2,No rings,https://edtools.cc/pve?s=Oluri&a=rt
194.05,Antliae Sector IM-W d1-96,,,910,,,,5,Mussche / 2,No rings,https://edtools.cc/pve?s=Mussche&a=rt
194.28,Jolagro,,553,778,,,,4,Bletae / 2,No rings,https://edtools.cc/pve?s=Bletae&a=rt
194.43,Furuhjelm II-432,,666,"2,097",4,,,3,LP 254-40 / 2,No rings,https://edtools.cc/pve?s=LP+254-40&a=rt
194.97,Uracenufon,79,92,79,,,,6,Bi Dhoraja / 2,No rings,https://edtools.cc/pve?s=Bi+Dhoraja&a=rt
195.38,HIP 20169,,,"2,736",,,,4,Bletae / 2,No rings,https://edtools.cc/pve?s=Bletae&a=rt
196.03,LTT 15068,,277,277,1,,,6,Amahu / 2,No rings,https://edtools.cc/pve?s=Amahu&a=rt
196.32,Igbirikan,450,568,450,3,,,4,Pardal / 2,5 rings,https://edtools.cc/pve?s=Pardal&a=rt
196.32,Pegasi Sector IG-X b1-1,,,813,1,,,6,Bibaridji / 4,5 rings,https://edtools.cc/pve?s=Bibaridji&a=rt
196.34,Juan,"1,051",,"1,038",3,,,4,Bagalis / 2,1 ring,https://edtools.cc/pve?s=Bagalis&a=rt
196.69,Falitabozo,,559,"2,463",1,,,6,Elboong / 2,4 rings,https://edtools.cc/pve?s=Elboong&a=rt
196.85,Yemairwar,,794,,3,,,4,Selkana / 2,4 rings,https://edtools.cc/pve?s=Selkana&a=rt
